brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
Cedar Creek Brewery,Seven Points, TX,0.051,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16,32.3230568,-96.2068735,4.5
Cedar Creek Brewery,Seven Points, TX,0.05,The Lawn Ranger,Cream Ale,16,32.3230568,-96.2068735,4.5
SanTan Brewing Company,Chandler, AZ,0.069,Sex Panther,American Porter,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.095,Winter Warmer (Vault Series),Winter Warmer,16,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.091,Count Hopula (Vault Series),American Double / Imperial IPA,16,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.055,Oktoberfest,Märzen / Oktoberfest,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.05,SunSpot Golden Ale,American Blonde Ale,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.06,I.W.A. (2011),American Pale Wheat Ale,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.065,Supermonk I.P.A.,Belgian IPA,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.055,Epicenter Amber Ale,American Amber / Red Ale,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.05,SanTan HefeWeizen,Hefeweizen,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.07,Hop Shock IPA,American IPA,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.069,Sex Panther (2014),American Porter,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.055,Devil’s Ale,American Pale Ale (APA),12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.081,Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.05,Mr. Pineapple,Fruit / Vegetable Beer,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.055,American Idiot Ale (2012),American Pale Ale (APA),12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.07,Hop Shock IPA (2010),American IPA,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.05,SanTan HefeWeizen (2010),Hefeweizen,12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.055,Devil’s Ale (2010),American Pale Ale (APA),12,33.3032883,-111.8422192,4.5
SanTan Brewing Company,Chandler, AZ,0.055,Epicenter Amber Ale (2010),American Amber / Red Ale,12,33.3032883,-111.8422192,4.5
Boulevard Brewing Company,Kansas City, MO,0.062,Heavy Lifting,American IPA,12,39.082097,-94.596736,4.8
James Page Brewing Company,Stevens Point, WI,,Bastian,American Strong Ale,12,,,
James Page Brewing Company,Stevens Point, WI,0.045,Healani,Hefeweizen,12,,,
James Page Brewing Company,Stevens Point, WI,0.055,Yabba Dhaba Chai Tea Porter,American Porter,12,,,
James Page Brewing Company,Stevens Point, WI,0.055,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12,,,
James Page Brewing Company,Stevens Point, WI,0.06,Casper White Stout,American Blonde Ale,12,,,
James Page Brewing Company,Stevens Point, WI,0.06,JP's Ould Sod Irish Red IPA,American IPA,12,,,
The Dudes' Brewing Company,Torrance, CA,0.052,Surfrider,American Pale Ale (APA),16,33.841623,-118.311439,4.6
The Dudes' Brewing Company,Torrance, CA,0.055,Kolschtal Eddy,Kölsch,16,33.841623,-118.311439,4.6
The Dudes' Brewing Company,Torrance, CA,0.05,South Bay Session IPA,American IPA,16,33.841623,-118.311439,4.6
The Dudes' Brewing Company,Torrance, CA,0.069,Grandma's Pecan,English Brown Ale,16,33.841623,-118.311439,4.6
The Dudes' Brewing Company,Torrance, CA,0.099,Double Trunk,American Double / Imperial IPA,16,33.841623,-118.311439,4.6
Ballast Point Brewing Company,San Diego, CA,0.07,Grapefruit Sculpin,American IPA,12,41.8861567,-87.6488099,4.3
Ballast Point Brewing Company,San Diego, CA,0.038,Even Keel,American IPA,12,41.8861567,-87.6488099,4.3
Ballast Point Brewing Company,San Diego, CA,0.052,Ballast Point Pale Ale,Kölsch,12,41.8861567,-87.6488099,4.3
Ballast Point Brewing Company,San Diego, CA,0.07,Big Eye India Pale Ale,American IPA,12,41.8861567,-87.6488099,4.3
Ballast Point Brewing Company,San Diego, CA,0.046,Longfin Lager,Munich Helles Lager,12,41.8861567,-87.6488099,4.3
Ballast Point Brewing Company,San Diego, CA,0.07,Sculpin IPA,American IPA,12,41.8861567,-87.6488099,4.3
Anchor Brewing Company,San Francisco, CA,0.059,Liberty Ale,American IPA,12,37.7634098,-122.4010392,4.5
Anchor Brewing Company,San Francisco, CA,0.065,IPA,American IPA,12,37.7634098,-122.4010392,4.5
Anchor Brewing Company,San Francisco, CA,0.045,Summer Wheat,American Pale Wheat Ale,12,37.7634098,-122.4010392,4.5
Anchor Brewing Company,San Francisco, CA,0.049,California Lager,American Amber / Red Lager,12,37.7634098,-122.4010392,4.5
Anchor Brewing Company,San Francisco, CA,0.056,Brotherhood Steam,California Common / Steam Beer,12,37.7634098,-122.4010392,4.5
Figueroa Mountain Brewing Company,Buellton, CA,0.045,Weiss Weiss Baby,Kristalweizen,12,34.610657,-120.202302,4.6
Figueroa Mountain Brewing Company,Buellton, CA,0.055,Czech Yo Self,Czech Pilsener,12,34.610657,-120.202302,4.6
Figueroa Mountain Brewing Company,Buellton, CA,0.048,FMB 101,Kölsch,12,34.610657,-120.202302,4.6
Avery Brewing Company,Boulder, CO,0.08,Raja,American Double / Imperial IPA,12,40.0625629,-105.2047427,4.7
Avery Brewing Company,Boulder, CO,0.064,Perzik Saison,Saison / Farmhouse Ale,12,40.0625629,-105.2047427,4.7
Avery Brewing Company,Boulder, CO,0.047,Avery Joe’s Premium American Pilsner,German Pilsener,12,40.0625629,-105.2047427,4.7
Avery Brewing Company,Boulder, CO,0.056,White Rascal,Witbier,12,40.0625629,-105.2047427,4.7
Avery Brewing Company,Boulder, CO,0.063,Avery India Pale Ale,American IPA,12,40.0625629,-105.2047427,4.7
Avery Brewing Company,Boulder, CO,0.055,Ellie’s Brown Ale,American Brown Ale,12,40.0625629,-105.2047427,4.7
Twisted X Brewing Company,Dripping Springs, TX,0.054,Cow Creek,American Amber / Red Lager,12,30.1650939,-98.0847367,4.5
Twisted X Brewing Company,Dripping Springs, TX,0.075,Chupahopra,American IPA,12,30.1650939,-98.0847367,4.5
Twisted X Brewing Company,Dripping Springs, TX,0.051,Twisted X,American Adjunct Lager,12,30.1650939,-98.0847367,4.5
Gonzo's BiggDogg Brewing,Kalamazoo, MI,0.07,Vanilla Porter,American Porter,16,,,
Big Muddy Brewing,Murphysboro, IL,0.06,Blueberry Blonde,Fruit / Vegetable Beer,12,37.7843332,-89.3315914,4.9
Big Muddy Brewing,Murphysboro, IL,0.075,Galaxy IPA,American IPA,16,37.7843332,-89.3315914,4.9
Lost Nation Brewing,East Fairfield, VT,0.046,Gose,Gose,16,44.5700566,-72.6033129,4.7
Lost Nation Brewing,East Fairfield, VT,0.048,Vermont Pilsner,German Pilsener,16,44.5700566,-72.6033129,4.7
Lost Nation Brewing,East Fairfield, VT,0.055,Mosaic Single Hop IPA,American IPA,16,44.5700566,-72.6033129,4.7
Lost Nation Brewing,East Fairfield, VT,0.045,Lost Galaxy,American IPA,16,44.5700566,-72.6033129,4.7
Rising Tide Brewing Company,Portland, ME,0.035,Gose,Gose,16,43.6654737,-70.2572586,4.6
Rising Tide Brewing Company,Portland, ME,0.043,Maine Island Trail Ale,American Pale Ale (APA),16,43.6654737,-70.2572586,4.6
Rivertowne Brewing Company,Export, PA,0.05,Jah Mon,American IPA,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.062,Oktoberfest,Märzen / Oktoberfest,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.08,Headless Wylie,Pumpkin Ale,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.05,Dayman IPA,American IPA,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.071,All Aboard! Anniversary Stout,Oatmeal Stout,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.062,Hop Lace,American White IPA,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.048,OH-PA Session Pale Ale,American Pale Ale (APA),12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.08,Patrick's Poison,American Amber / Red Ale,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.081,Rudolph's Red,American Amber / Red Ale,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.053,Babbling Blonde,American Blonde Ale,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.051,Maxwell's Scottish Ale,Scottish Ale,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.061,Grateful White,Witbier,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.055,RT Lager,American Amber / Red Lager,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.062,Old Wylie's IPA,American IPA,12,40.4213277,-79.6354348,4.6
Rivertowne Brewing Company,Export, PA,0.048,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12,40.4213277,-79.6354348,4.6
Revolution Brewing Company,Chicago, IL,0.055,Fist City,American Pale Ale (APA),12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.068,A Little Crazy,Belgian Pale Ale,12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.058,Rosa Hibiscus Ale,Herbed / Spiced Beer,12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.061,Fistmas Ale,Herbed / Spiced Beer,12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.057,Oktoberfest Revolution,Märzen / Oktoberfest,12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.068,Eugene Porter,American Porter,12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.065,Anti-Hero IPA,American IPA,12,41.9421459,-87.7078993,4.6
Revolution Brewing Company,Chicago, IL,0.05,Bottom Up Belgian Wit,Witbier,12,41.9421459,-87.7078993,4.6
Tallgrass Brewing Company,Manhattan, KS,0.085,Wooden Rooster,Tripel,16.9,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.048,Ginger Peach Saison,Saison / Farmhouse Ale,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.062,Zombie Monkie,American Porter,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.056,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.05,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.068,Ethos IPA,American IPA,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.044,Tallgrass Pub Ale,American Brown Ale,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.072,Oasis,Extra Special / Strong Bitter (ESB),16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.05,Buffalo Sweat,Milk / Sweet Stout,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.05,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.052,8-Bit Pale Ale,American Pale Ale (APA),16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.085,Velvet Rooster,Tripel,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.05,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.05,Köld Lager (2010),German Pilsener,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.072,Oasis (2010),American Double / Imperial IPA,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.044,Tallgrass Ale,American Brown Ale,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.05,Buffalo Sweat (2010),Milk / Sweet Stout,16,39.1427364,-96.6792529,4.5
Tallgrass Brewing Company,Manhattan, KS,0.063,Tallgrass IPA,American IPA,16,39.1427364,-96.6792529,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.1,4Beans,Baltic Porter,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.042,Jammer,Gose,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.08,Abigale,Belgian Pale Ale,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.032,Rad,Fruit / Vegetable Beer,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.065,Bengali,American IPA,24,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.047,Sensi Harvest,American Pale Ale (APA),12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.099,Hi-Res,American Double / Imperial IPA,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.07,Global Warmer,American Strong Ale,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.067,Autumnation (2013),American IPA,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.054,The Crisp,German Pilsener,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.052,Sweet Action,Cream Ale,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.063,Righteous Ale,Rye Beer,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.064,Bengali Tiger,American IPA,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.099,3Beans,Baltic Porter,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.059,Brownstone,American Brown Ale,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.052,Apollo,American Pale Wheat Ale,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.049,Harbinger,Saison / Farmhouse Ale,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.091,Resin,American Double / Imperial IPA,12,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.063,Diesel,American Stout,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.06,Autumnation (2011-12) (2011),Pumpkin Ale,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.054,The Crisp (2011),German Pilsener,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.052,Sweet Action (2011),Cream Ale,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.063,Righteous Ale (2011),Rye Beer,16,40.6740132,-74.0119108,4.5
Sixpoint Craft Ales,Brooklyn, NY,0.064,Bengali Tiger (2011),American IPA,16,40.6740132,-74.0119108,4.5
White Birch Brewing,Hooksett, NH,0.055,Raspberry Berliner Weisse,Berliner Weissbier,12,42.7888712,-71.5194431,4.7
White Birch Brewing,Hooksett, NH,0.05,Hop Session,American IPA,12,42.7888712,-71.5194431,4.7
White Birch Brewing,Hooksett, NH,0.055,Blueberry Berliner Weisse,Berliner Weissbier,12,42.7888712,-71.5194431,4.7
White Birch Brewing,Hooksett, NH,0.055,Berliner Weisse,Berliner Weissbier,12,42.7888712,-71.5194431,4.7
Firestone Walker Brewing Company,Paso Robles, CA,0.045,Easy Jack,American IPA,12,35.5958774,-120.6943059,4.5
Firestone Walker Brewing Company,Paso Robles, CA,0.075,Union Jack,American IPA,12,35.5958774,-120.6943059,4.5
Firestone Walker Brewing Company,Paso Robles, CA,0.053,Pivo Pils,German Pilsener,12,35.5958774,-120.6943059,4.5
Firestone Walker Brewing Company,Paso Robles, CA,0.047,805 Blonde Ale,American Blonde Ale,12,35.5958774,-120.6943059,4.5
Firestone Walker Brewing Company,Paso Robles, CA,0.047,805,American Blonde Ale,12,35.5958774,-120.6943059,4.5
SweetWater Brewing Company,Atlanta, GA,0.055,Take Two Pils,German Pilsener,12,33.8084282,-84.3806531,4.5
SweetWater Brewing Company,Atlanta, GA,0.057,Waterkeeper,Hefeweizen,12,33.8084282,-84.3806531,4.5
SweetWater Brewing Company,Atlanta, GA,0.064,SweetWater IPA,American IPA,12,33.8084282,-84.3806531,4.5
SweetWater Brewing Company,Atlanta, GA,0.054,420 Extra Pale Ale,American Pale Ale (APA),12,33.8084282,-84.3806531,4.5
Flying Mouse Brewery,Troutville, VA,0.04,Flying Mouse 8,American Porter,12,37.4092109,-79.9004933,4.4
Flying Mouse Brewery,Troutville, VA,0.07,Flying Mouse 4,American IPA,12,37.4092109,-79.9004933,4.4
Upslope Brewing Company,Boulder, CO,0.128,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.104,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.068,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.099,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.076,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.06,Blood Orange Saison,Saison / Farmhouse Ale,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.065,Thai Style White IPA,American White IPA,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.075,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.099,Upslope Imperial India Pale Ale,American Double / Imperial IPA,19.2,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.082,Upslope Christmas Ale,Winter Warmer,16,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.077,Upslope Pumpkin Ale,Pumpkin Ale,16,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.075,Upslope Belgian Style Pale Ale,Belgian Pale Ale,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.069,Upslope Foreign Style Stout,Foreign / Export Stout,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.048,Top Rope Mexican-style Craft Lager,Vienna Lager,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.048,Upslope Craft Lager,Vienna Lager,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.067,Upslope Brown Ale,English Brown Ale,12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.058,Upslope Pale Ale,American Pale Ale (APA),12,40.0202785,-105.218426,4.7
Upslope Brewing Company,Boulder, CO,0.072,Upslope India Pale Ale,American IPA,12,40.0202785,-105.218426,4.7
Pipeworks Brewing Company,Chicago, IL,0.065,Blood of the Unicorn,American Amber / Red Ale,16,41.9183425,-87.7254048,4.9
Bent Brewstillery,Roseville, MN,0.044,Moar,English India Pale Ale (IPA),12,45.024508,-93.173879,4.6
Bent Brewstillery,Roseville, MN,0.083,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16,45.024508,-93.173879,4.6
Bent Brewstillery,Roseville, MN,0.057,Nordic Blonde,American Blonde Ale,12,45.024508,-93.173879,4.6
Flesk Brewing Company,Lombard, IL,0.055,Moped Traveler,American Pale Ale (APA),16,42.1559206,-88.1388215,4.6
Pollyanna Brewing Company,Lemont, IL,0.054,Mazzie,American Pale Ale (APA),12,41.6759421,-87.9979374,4.7
BuckleDown Brewing,Lyons, IL,0.045,Painted Turtle,American Pale Ale (APA),12,41.8058324,-87.8371831,4.6
Destihl Brewery,Bloomington, IL,0.052,Weissenheimer,Hefeweizen,12,40.5293469,-88.9462161,4.6
Destihl Brewery,Bloomington, IL,0.049,Abbey's Single (2015- ),Abbey Single Ale,12,40.5293469,-88.9462161,4.6
Destihl Brewery,Bloomington, IL,0.063,Vertex IPA,American IPA,12,40.5293469,-88.9462161,4.6
Destihl Brewery,Bloomington, IL,0.05,Here Gose Nothin',Gose,12,40.5293469,-88.9462161,4.6
Destihl Brewery,Bloomington, IL,0.05,Strawberry Blonde,Fruit / Vegetable Beer,12,40.5293469,-88.9462161,4.6
Destihl Brewery,Bloomington, IL,0.096,Hoperation Overload,American Double / Imperial IPA,12,40.5293469,-88.9462161,4.6
Destihl Brewery,Bloomington, IL,0.049,Abbey's Single Ale (Current),Abbey Single Ale,12,40.5293469,-88.9462161,4.6
Summit Brewing Company,St. Paul, MN,0.053,Make It So,Extra Special / Strong Bitter (ESB),12,44.914066,-93.139609,4.6
Summit Brewing Company,St. Paul, MN,0.047,Hopvale Organic Ale,American Pale Ale (APA),16,44.914066,-93.139609,4.6
Summit Brewing Company,St. Paul, MN,0.083,Unchained #18 Hop Silo,American Double / Imperial IPA,16,44.914066,-93.139609,4.6
Latitude 42 Brewing Company,Portage, MI,0.045,Beach Cruiser,Hefeweizen,12,42.20258,-85.560416,4.5
Latitude 42 Brewing Company,Portage, MI,0.068,I.P. Eh!,American IPA,12,42.20258,-85.560416,4.5
Latitude 42 Brewing Company,Portage, MI,0.05,Schoolhouse Honey,American Amber / Red Ale,12,42.20258,-85.560416,4.5
Latitude 42 Brewing Company,Portage, MI,0.055,10 Degrees of Separation,English Brown Ale,12,42.20258,-85.560416,4.5
4 Hands Brewing Company,Saint Louis, MO,0.035,Passion Fruit Prussia,Berliner Weissbier,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.045,Send Help,American Blonde Ale,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.055,Cast Iron Oatmeal Brown,American Brown Ale,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.06,Reprise Centennial Red,American Amber / Red Ale,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.055,Alter Ego,American Black Ale,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.065,Divided Sky,American IPA,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.065,Resurrected,American IPA,12,38.6149554,-90.1975257,4.6
4 Hands Brewing Company,Saint Louis, MO,0.05,Contact High,American Pale Wheat Ale,12,38.6149554,-90.1975257,4.6
Surly Brewing Company,Brooklyn Center, MN,0.072,Todd the Axe Man,American IPA,16,44.9729768,-93.2098183,4.6
Surly Brewing Company,Brooklyn Center, MN,0.057,Doomtree,Extra Special / Strong Bitter (ESB),16,44.9729768,-93.2098183,4.6
